distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
377,222538,5452,0,3,3,5,0,Strada,1
1516,192958,2014,0,1,3,1,1,Mare,1
2149,1982,4873,0,4,5,4,0,Strada,1
2016,211913,3440,1,1,3,1,0,Aereo,1
425,130128,872,1,3,5,1,1,Strada,0
312,248105,1487,1,3,1,1,1,Ferrovia,0
316,186915,7811,1,3,4,2,1,Strada,1
2456,252762,2111,0,5,3,4,1,Mare,1
1994,77737,5225,0,4,5,3,1,Strada,1
1943,83446,7620,1,0,3,5,0,Strada,0
1951,89567,6535,0,2,3,5,1,Mare,1
1702,286780,3915,0,1,2,5,1,Strada,1
1494,183506,4344,0,5,1,3,0,Strada,1
95,84866,6029,1,0,3,1,0,Mare,1
649,193343,4823,1,3,4,4,0,Mare,1
769,63726,4086,1,0,2,5,0,Strada,1
1962,142180,7509,1,0,5,2,0,Mare,1
1342,69896,6851,1,4,5,2,1,Mare,1
650,174625,1514,1,3,4,4,1,Strada,1
430,41880,127,1,5,4,5,0,Mare,1
167,246392,2209,0,5,1,1,0,Aereo,0
2213,4625,4680,1,3,4,5,1,Aereo,0
309,39237,5544,0,1,5,1,0,Strada,0
1148,2223,3237,0,5,1,5,0,Mare,1
1553,191375,1215,1,5,4,2,0,Aereo,1
2402,66197,7185,0,1,4,3,0,Strada,1
2104,237486,5366,0,1,5,4,1,Mare,1
415,112555,839,1,5,1,1,0,Strada,1
1707,292168,1613,0,5,2,3,0,Strada,1
1511,286346,1372,1,5,2,1,0,Mare,1
2074,52524,5245,0,1,1,4,0,Strada,1
840,175980,6723,0,5,4,3,0,Strada,1
796,105755,6293,0,0,4,3,1,Strada,0
2464,145013,1552,0,0,1,4,1,Strada,1
362,279137,7166,1,1,2,4,1,Strada,1
587,15620,1541,1,1,3,1,1,Aereo,1
970,21193,1709,1,1,5,3,1,Strada,1
1127,284392,6046,0,2,1,4,0,Mare,1
1540,267404,1365,0,1,3,1,0,Strada,1
2431,239148,3112,0,2,5,5,1,Strada,1
847,10012,174,0,1,3,4,1,Ferrovia,0
397,26823,3112,1,3,3,3,0,Mare,1
322,48027,568,0,4,5,5,1,Strada,1
769,210239,2120,1,5,3,4,1,Mare,0
1823,288243,4307,0,5,2,2,1,Strada,1
734,143049,2726,0,0,1,3,1,Aereo,0
2176,224302,2603,1,3,2,3,0,Strada,1
671,179448,5027,1,4,2,1,1,Aereo,1
2089,10218,3985,1,5,5,2,1,Strada,1
996,284932,1094,1,5,5,4,1,Mare,0
2455,21501,1837,0,2,5,2,1,Ferrovia,1
556,210061,6007,1,0,3,4,0,Strada,0
1632,104733,3585,1,2,3,1,0,Strada,1
293,278354,4628,0,2,1,5,0,Mare,1
555,129476,5671,0,0,3,2,0,Strada,1
471,177561,2016,0,4,1,3,1,Mare,1
2314,224989,2406,0,0,2,4,0,Mare,1
1922,173022,7813,1,1,1,2,1,Strada,1
1242,140988,5019,1,2,1,4,0,Mare,1
379,197983,5722,0,1,5,2,0,Strada,1
699,32449,2300,1,0,3,3,1,Ferrovia,0
1514,283926,3537,1,0,4,4,1,Strada,0
440,283387,6833,0,5,4,4,0,Aereo,1
1569,30379,191,1,4,5,5,0,Strada,1
430,38780,6025,1,2,2,1,1,Mare,1
791,115944,1053,0,3,2,2,1,Strada,1
2060,259446,6808,1,0,2,3,1,Strada,1
869,283128,2204,1,5,1,5,1,Strada,1
722,1050,2064,0,3,3,5,1,Strada,1
1821,41205,4674,1,2,2,1,1,Strada,0
1261,278306,3658,0,1,4,3,1,Strada,0
979,145177,6769,0,2,1,2,1,Ferrovia,1
1589,12628,1018,0,4,2,4,0,Strada,0
962,174104,3975,0,3,2,1,1,Aereo,1
693,120558,4008,0,5,3,4,1,Strada,0
476,36788,5918,0,3,3,5,0,Strada,1
551,121754,2785,1,1,1,4,1,Strada,0
779,289384,6484,0,5,4,2,1,Mare,1
1333,205674,854,1,1,5,2,1,Strada,1
2168,275233,1384,0,0,4,4,0,Aereo,1
506,33600,4034,0,2,3,4,1,Ferrovia,1
2286,178248,717,0,4,3,1,0,Strada,1
340,271311,434,1,0,5,2,1,Strada,1
969,232609,3174,1,2,4,4,0,Strada,1
2389,294559,1658,0,1,4,3,0,Strada,1
2019,72895,3304,1,4,5,1,1,Strada,1
805,234573,3490,0,1,3,1,0,Ferrovia,1
1708,95330,2798,0,5,1,1,0,Aereo,1
1884,59650,62,1,1,4,1,0,Ferrovia,1
1356,1615,7776,0,3,2,4,0,Strada,0
1617,177684,3057,0,2,4,5,0,Strada,0
1919,248326,2257,1,0,4,3,1,Strada,1
426,161444,5453,0,3,4,5,1,Mare,1
1229,82782,6758,0,5,3,5,1,Mare,1
557,62700,7504,1,2,2,4,0,Aereo,0
1486,9109,6201,1,5,4,1,1,Strada,1
608,24758,4217,0,2,1,1,0,Strada,1
2357,220699,7085,0,2,2,4,0,Strada,1
470,14317,2195,1,4,5,4,0,Mare,0
1602,201073,6280,1,3,1,2,0,Mare,0
353,26622,1915,0,0,5,1,0,Strada,0
991,7800,150,1,3,4,3,0,Strada,0
1351,246869,4129,1,5,3,2,1,Aereo,1
1139,36539,4426,1,1,4,5,0,Aereo,1
2205,234259,5028,0,5,4,1,1,Strada,1
2365,134672,1362,0,2,5,4,1,Strada,1
2319,86163,2846,0,1,4,4,0,Mare,1
1877,247765,6389,0,3,1,4,0,Strada,1
1603,161441,6584,0,0,3,1,0,Strada,1
742,229053,4754,1,1,5,3,1,Mare,1
304,279833,499,1,1,2,4,0,Strada,1
1528,39469,3489,1,4,4,1,0,Strada,1
2350,133030,3551,0,3,5,5,1,Strada,1
306,255905,3217,0,1,4,2,1,Strada,1
2480,252030,5430,1,3,4,1,0,Strada,1
491,201146,5681,1,0,5,1,0,Strada,1
1931,61021,170,1,1,1,4,1,Strada,1
1163,182854,3487,1,0,2,2,0,Mare,1
2487,232979,3906,0,5,4,2,1,Ferrovia,1
631,25642,6525,0,1,1,4,0,Mare,1
1785,124714,1125,1,2,4,3,1,Strada,1
68,1205,7613,0,4,4,1,0,Strada,1
1174,13442,4463,0,4,1,4,1,Strada,1
1430,223716,2772,0,4,4,3,0,Strada,1
1615,39909,751,0,0,2,4,1,Strada,1
2130,282648,3398,1,3,5,5,1,Strada,1
2043,96698,3718,1,4,1,3,0,Mare,1
1597,237104,3315,0,5,3,3,1,Mare,0
911,181402,6886,1,1,4,2,0,Mare,1
204,88087,5162,0,1,5,1,1,Ferrovia,0
954,210991,70,1,2,2,4,1,Strada,1
1319,214104,2496,1,0,2,4,0,Ferrovia,0
454,42716,5884,1,1,3,1,1,Strada,0
893,206696,2299,1,1,2,1,0,Strada,1
1832,179054,2563,1,2,5,2,0,Ferrovia,1
1614,159516,3272,1,2,3,1,0,Strada,1
1234,173817,5041,1,3,1,5,0,Strada,1
796,35571,1232,0,3,3,2,1,Strada,1
1775,224023,2407,1,3,1,3,0,Strada,1
320,216290,2601,0,1,2,1,1,Ferrovia,1
819,46038,2123,1,2,5,3,1,Strada,1
1765,73795,115,1,5,4,2,1,Ferrovia,1
1560,210154,4408,1,0,3,5,1,Strada,1
221,68690,521,0,3,2,5,0,Strada,1
323,12230,2264,0,5,5,1,0,Strada,1
2356,137974,6993,0,4,4,5,0,Strada,1
1208,28050,3275,0,1,3,4,0,Strada,1
1756,206658,392,0,0,5,2,1,Mare,1
1821,77693,767,1,1,2,5,1,Strada,1
471,20575,2510,0,5,3,2,0,Aereo,1
1494,191012,3786,0,3,3,2,1,Aereo,0
1259,278106,3305,0,5,1,4,0,Strada,0
2461,232898,5840,1,5,1,1,1,Aereo,0
2475,257551,3315,1,1,3,2,0,Aereo,1
629,249435,7219,1,3,5,4,1,Mare,1
940,248943,5384,0,1,2,5,0,Strada,1
771,91388,4139,1,3,4,3,0,Strada,0
930,228292,6880,0,2,1,1,1,Aereo,1
1171,78332,7804,1,2,2,3,1,Strada,0
2057,185566,6990,1,2,3,4,1,Strada,1
2119,113666,7856,1,2,2,2,1,Strada,0
1523,128048,6171,1,2,2,4,1,Strada,1
432,263072,2580,1,4,2,1,0,Strada,1
2231,112264,3682,0,1,3,1,1,Strada,1
1499,162113,1105,0,5,1,5,0,Strada,1
1640,273859,7887,1,2,4,4,1,Strada,1
1836,169147,64,0,4,5,1,0,Strada,0
193,196659,3439,1,4,1,4,1,Mare,0
1936,22134,6015,1,1,4,5,1,Aereo,1
1752,247257,3364,1,1,3,5,0,Strada,1
1485,70123,66,1,3,4,4,1,Strada,1
273,177225,2631,1,3,3,1,1,Strada,0
269,134485,1829,1,2,4,2,0,Aereo,1
228,222646,1999,1,0,1,2,0,Mare,1
1704,154627,130,0,3,3,5,0,Strada,1
482,201065,6849,0,0,2,1,0,Mare,1
314,67686,6629,1,5,3,5,0,Strada,1
1003,33264,3129,0,3,3,5,0,Strada,1
478,237830,1068,1,5,4,5,0,Strada,1
2294,186431,6872,0,4,3,5,0,Strada,1
1627,230394,7504,0,4,4,4,1,Mare,1
529,141880,829,1,5,1,4,0,Strada,0
1403,53330,1874,1,4,3,1,1,Mare,1
939,115672,6379,0,5,2,1,1,Mare,1
974,40222,7741,1,0,2,3,0,Strada,1
2220,58755,3914,0,2,1,2,1,Mare,0
1952,272077,2519,1,5,2,4,1,Strada,1
1460,175811,2563,0,3,4,1,1,Strada,1
1412,179810,2180,0,3,3,5,1,Mare,1
827,106137,6760,0,0,5,4,1,Ferrovia,0
2445,216616,6836,1,5,3,2,1,Strada,1
78,100251,7854,0,4,3,4,0,Strada,1
84,147452,7700,1,2,5,2,1,Strada,1
1469,281356,374,1,3,2,3,1,Aereo,1
638,291318,3540,1,2,2,1,1,Ferrovia,1
953,138166,6244,1,2,3,2,0,Aereo,1
2219,105649,5196,1,1,2,3,1,Strada,0
389,52319,726,0,2,4,4,0,Ferrovia,1
224,178800,6175,1,5,4,1,0,Strada,1
1973,88846,7174,1,1,5,2,1,Strada,1
1764,171372,2061,0,0,3,2,1,Mare,1
646,55808,4938,0,4,4,1,0,Aereo,0
500,212177,3666,1,1,1,4,0,Aereo,1
606,43616,3183,1,2,2,4,1,Aereo,1
1209,235815,2754,1,4,3,5,0,Aereo,1
1406,157359,1244,0,2,4,4,0,Strada,1
2106,166043,7503,1,2,5,1,0,Aereo,1
2431,57152,6310,1,1,4,3,1,Strada,1
1066,43351,3125,0,0,1,1,1,Strada,0
2424,192112,7283,0,2,4,2,1,Strada,1
2112,228977,7277,0,5,3,5,1,Ferrovia,1
888,220631,954,1,1,5,5,1,Ferrovia,1
1687,61616,4647,1,5,5,3,0,Strada,1
275,243493,4944,1,5,1,2,1,Mare,1
1863,155969,2954,0,2,3,4,0,Strada,1
2210,286154,3350,0,5,1,4,1,Strada,1
2070,122822,1173,1,4,1,4,0,Strada,1
1501,152186,5288,0,0,1,1,0,Strada,1
2098,282194,6262,0,2,4,4,1,Strada,1
2363,247309,6857,0,5,2,2,1,Mare,1
1564,284269,6985,0,0,4,5,0,Strada,1
1281,176918,4366,1,0,3,1,1,Mare,1
1695,258156,3107,1,4,1,4,0,Strada,1
1785,89116,2320,0,4,1,2,0,Aereo,1
355,120233,2774,0,3,2,3,0,Mare,1
2109,14869,7721,0,0,5,2,1,Mare,0
1773,63167,2308,0,2,1,5,0,Strada,1
1739,188219,3912,0,4,4,2,0,Strada,1
1567,244758,980,1,2,1,2,1,Ferrovia,1
1441,144194,3696,0,0,3,1,0,Strada,0
469,175899,5031,1,4,2,5,0,Strada,1
2268,145407,7075,1,3,5,4,0,Aereo,1
183,252536,4407,0,0,3,5,1,Strada,0
2080,22677,6711,1,2,4,3,1,Mare,1
1500,126662,1321,0,3,3,5,1,Strada,1
1603,77794,3862,0,0,1,1,0,Strada,1
1214,76675,847,0,4,2,4,1,Strada,1
1919,41503,5426,1,5,1,5,1,Strada,1
1869,282658,3184,1,0,2,4,1,Strada,1
1392,57196,3513,1,1,4,1,1,Aereo,1
1514,182191,2637,0,2,3,2,0,Ferrovia,1
2276,84324,466,1,4,2,3,1,Mare,1
1129,142019,6246,1,4,3,5,0,Strada,1
1228,164704,5933,1,1,2,4,0,Aereo,0
1745,151424,4183,0,5,1,5,1,Mare,1
160,286797,2405,1,3,2,1,1,Strada,0
2234,199187,4991,0,4,2,2,1,Strada,0
2329,44755,7868,1,3,5,1,0,Aereo,0
517,99354,947,1,3,4,4,0,Mare,1
863,179810,102,1,3,1,5,0,Ferrovia,0
1322,200395,655,0,5,1,4,1,Aereo,1
1043,245965,3727,0,0,3,1,1,Strada,1
2081,278983,4597,1,1,2,5,0,Mare,1
372,3155,510,1,2,2,4,0,Strada,1
953,55512,824,0,1,2,5,1,Strada,1
1591,127041,7703,0,4,1,3,1,Mare,1
2049,289334,6004,1,1,5,1,0,Aereo,0
1865,274072,5306,1,2,3,1,0,Aereo,0
197,75134,5541,0,0,2,3,0,Mare,0
1191,110875,4080,1,4,5,2,1,Strada,1
899,218189,3377,0,0,4,4,1,Strada,1
416,125264,6588,1,4,1,2,0,Strada,1
1139,181046,5206,1,2,4,5,1,Ferrovia,1
2088,180815,5823,1,0,1,4,0,Mare,0
224,202107,7364,1,2,3,4,0,Mare,0
1904,57321,7225,0,2,4,4,0,Aereo,0
637,110398,3372,1,5,3,3,0,Mare,1
544,53414,2744,1,1,3,1,0,Mare,1
1187,249749,7788,1,4,3,3,0,Strada,1
1834,292836,7852,1,3,4,3,0,Strada,1
1220,287229,3568,1,3,4,3,1,Aereo,1
84,286069,6456,1,0,4,2,0,Strada,0
1048,268759,6825,0,2,2,3,1,Aereo,1
1382,10605,7656,1,1,3,1,0,Aereo,0
1087,20192,5428,0,4,2,4,0,Aereo,1
423,229464,5492,0,0,1,2,0,Strada,1
1501,69382,6723,0,2,4,3,0,Strada,1
1801,100233,6494,0,5,5,3,0,Strada,1
2330,53243,6034,1,3,1,4,0,Aereo,1
754,139621,534,1,3,3,4,1,Aereo,1
612,53494,4237,1,4,3,2,0,Strada,1
1923,220045,1237,0,4,2,1,0,Strada,1
2173,287102,3777,1,4,4,2,1,Aereo,1
488,221851,5504,0,0,4,4,1,Strada,0
1933,108960,4046,0,4,1,1,1,Ferrovia,0
2029,103478,6508,1,0,1,3,0,Strada,1
748,6833,6083,0,1,1,3,0,Ferrovia,1
1362,249053,3042,0,2,5,5,1,Strada,1
1613,100341,6431,0,3,5,4,1,Strada,1
741,203850,1759,0,0,3,5,0,Strada,1
2350,95240,6276,1,2,3,2,1,Aereo,1
1250,209929,6862,0,5,3,2,0,Strada,0
1684,171002,2039,0,4,4,1,1,Mare,1
1683,164479,7326,0,3,3,4,0,Strada,1
176,267217,4323,1,5,2,1,0,Ferrovia,1
1556,280811,4395,1,0,1,1,1,Strada,1
1241,7732,4910,0,4,4,2,0,Strada,0
343,4487,3688,1,2,5,2,1,Strada,1
1416,232560,2764,1,1,1,4,0,Mare,1
1069,258743,7096,1,2,3,2,1,Strada,0
2407,86107,4236,1,0,5,4,1,Strada,1
468,108721,388,0,1,5,5,1,Aereo,0
493,277925,1711,0,1,5,3,1,Strada,1
734,9469,6018,1,4,1,5,1,Strada,1
2333,256938,4314,1,2,4,2,0,Strada,1
1512,213810,7356,1,0,1,3,1,Strada,1
2311,283072,7734,1,5,2,3,0,Strada,1
134,208593,6771,1,5,3,1,0,Aereo,1
1817,71687,3744,1,1,4,3,1,Strada,1
134,164331,7401,1,4,4,4,0,Mare,1
1994,257797,4925,0,5,3,2,0,Strada,1
2162,87284,219,0,1,2,2,0,Mare,0
1719,86227,6555,1,2,5,1,1,Ferrovia,1
712,98556,6437,1,5,3,1,0,Strada,1
676,44560,4283,0,3,5,2,0,Strada,1
113,290400,3149,0,0,3,1,0,Strada,1
968,7125,4664,1,3,1,3,1,Aereo,1
1425,5370,5567,0,2,2,3,1,Strada,1
1231,5838,6526,0,3,2,4,1,Ferrovia,1
1662,115479,3062,1,2,3,1,1,Strada,1
540,58429,7534,0,2,2,2,1,Strada,1
1928,243067,2660,1,4,5,5,1,Strada,1
1990,44199,2523,0,3,2,2,1,Strada,0
362,78092,5305,1,1,2,5,1,Mare,1
968,165894,3811,0,2,2,5,1,Mare,1
1932,225585,2738,0,3,4,4,1,Mare,1
862,283257,4854,1,1,3,5,0,Mare,1
1539,195666,1340,0,0,1,3,1,Aereo,1
1376,97102,2085,0,1,1,3,0,Aereo,1
729,265813,156,1,3,4,4,0,Strada,1
484,181499,2657,0,3,4,2,0,Strada,1
731,145010,2235,0,1,1,2,0,Strada,1
1208,196647,6808,1,1,5,2,0,Strada,1
1123,80737,6240,1,5,1,2,0,Mare,0
1505,25406,6158,1,2,1,3,1,Mare,0
2437,228894,1738,1,3,3,3,0,Mare,1
2444,13873,6561,1,2,1,4,0,Mare,1
1420,126812,55,1,2,1,4,1,Strada,1
698,24461,572,1,0,2,4,0,Strada,1
294,14448,6722,1,3,4,2,0,Mare,1
2206,16198,5824,0,2,1,2,1,Strada,1
345,74158,3393,0,0,1,3,0,Aereo,1
2209,226075,3945,1,5,5,3,1,Strada,1
1662,167033,115,0,2,1,1,1,Mare,0
2440,175079,6613,1,2,3,1,0,Ferrovia,1
2198,66470,3460,0,5,5,2,0,Strada,1
1677,184328,3031,0,3,1,3,0,Strada,0
77,21739,4643,1,1,3,2,0,Strada,1
2035,27547,5638,0,5,4,5,1,Strada,1
1610,95472,6524,0,1,1,1,1,Aereo,1
107,107887,2865,0,3,4,4,1,Strada,1
1571,183503,5146,1,1,1,2,0,Strada,0
346,210483,5808,0,4,5,5,0,Mare,1
2231,273830,7348,0,1,5,4,0,Strada,1
2346,149608,2067,1,5,3,5,0,Mare,1
951,297206,6723,0,2,2,3,0,Strada,1
2014,294797,1792,0,2,3,3,1,Strada,1
1148,22673,5770,0,0,1,3,1,Strada,1
1727,142439,3559,0,5,4,4,1,Strada,1
1241,20629,4131,1,3,4,4,1,Aereo,1
820,121756,6436,1,0,1,3,1,Strada,1
1576,112641,3584,1,2,2,4,0,Strada,1
1428,288207,6543,0,2,2,3,1,Strada,1
1298,282466,5186,1,0,2,2,1,Strada,0
1604,216618,5635,0,5,1,3,1,Mare,1
195,275837,2832,0,4,5,1,0,Strada,1
2033,141313,7075,1,1,5,2,0,Strada,1
1314,275795,412,1,4,1,3,1,Strada,0
1957,158038,3331,1,4,5,1,0,Strada,1
2441,272419,7208,0,4,2,3,0,Strada,1
1822,46606,1684,0,5,5,2,1,Mare,1
1108,2658,574,0,4,1,3,0,Aereo,1
2098,226571,4976,0,1,5,4,0,Strada,1
2069,73468,6975,1,3,5,3,0,Strada,1
202,171799,1772,1,0,5,2,1,Aereo,1
557,150273,469,0,4,5,5,1,Strada,1
540,42150,6979,0,4,1,3,1,Strada,0
394,247220,4278,1,0,3,4,0,Strada,1
1985,278143,6207,1,0,5,2,1,Mare,0
1811,252775,3914,0,3,3,1,0,Strada,1
270,269520,1117,1,2,1,5,0,Strada,1
1988,266620,1450,0,3,4,3,1,Mare,1
1992,249465,6488,0,2,3,2,1,Mare,1
772,210066,1469,0,5,1,4,0,Mare,1
577,99331,7321,0,1,4,4,0,Mare,1
1572,12164,6638,1,3,5,2,1,Strada,1
1714,200632,3183,1,1,1,4,1,Strada,1
530,161631,3686,0,0,2,5,0,Strada,1
1921,198872,5990,0,3,4,1,0,Aereo,1
1512,141119,6605,0,5,2,4,1,Mare,1
1475,204195,4052,0,0,5,4,0,Aereo,1
394,135942,679,0,5,5,1,0,Ferrovia,1
94,35094,4466,1,5,3,5,0,Aereo,1
2118,141289,5300,0,4,5,5,0,Mare,1
1707,67141,1884,1,0,3,5,1,Mare,1
1937,154415,7011,0,5,4,4,1,Strada,1
2145,129307,5368,0,4,2,4,1,Ferrovia,0
1564,182894,5050,0,2,4,5,0,Mare,1
2384,162101,4181,0,4,2,4,0,Strada,1
1051,80023,6984,1,2,1,3,1,Strada,1
1083,171114,7433,1,4,4,4,0,Aereo,1
2090,88601,6779,1,4,1,5,0,Strada,0
323,85859,2403,0,1,2,2,0,Strada,1
1005,91933,5736,1,1,3,5,1,Strada,1
1829,46957,3105,0,0,4,2,0,Aereo,0
430,46389,2990,0,5,4,4,0,Strada,1
1402,161787,61,1,1,3,4,1,Aereo,1
528,171188,2180,0,2,3,2,1,Aereo,1
2112,18580,3153,0,1,5,5,1,Aereo,1
565,260073,1481,1,0,5,1,0,Mare,1
240,224080,3207,1,3,2,1,1,Mare,0
1241,270228,6132,0,2,4,5,0,Strada,1
1210,83455,5913,1,3,3,4,1,Strada,1
2251,254297,1484,1,2,3,2,1,Mare,0
1461,144041,1006,1,5,1,2,1,Strada,0
321,280477,3908,0,5,5,5,1,Strada,1
192,230919,4858,0,5,1,5,0,Strada,1
1962,37668,6188,1,0,3,3,0,Strada,0
1142,275089,3684,0,1,4,2,0,Aereo,1
2344,103528,3953,0,3,4,3,1,Mare,1
837,47526,5425,1,3,1,4,0,Mare,1
2176,48717,290,1,1,5,2,1,Strada,1
1731,233242,7934,1,0,2,5,1,Strada,1
672,216238,7091,0,1,4,5,0,Strada,1
987,238644,2005,0,4,2,4,1,Strada,1
1168,210421,2062,0,4,5,1,1,Mare,1
666,136673,5041,0,5,1,3,1,Strada,1
1081,276074,7100,1,4,5,5,1,Strada,1
116,5333,4115,1,3,3,2,1,Strada,0
240,203007,7925,1,5,5,2,0,Strada,1
570,121384,5621,1,3,1,2,0,Aereo,0
1039,18839,2853,1,0,1,4,1,Aereo,1
1190,21195,3953,0,2,5,1,1,Strada,1
2364,90229,1074,1,1,1,3,0,Strada,1
1684,113265,650,0,2,3,2,1,Ferrovia,0
1237,261775,2379,0,3,2,2,0,Aereo,1
425,172926,2748,1,1,5,5,0,Strada,0
702,199462,4744,0,3,1,1,1,Strada,0
598,294702,7731,0,0,2,5,1,Strada,1
1147,266129,3076,1,5,3,4,1,Mare,0
122,44585,6030,0,1,5,4,0,Strada,1
2405,216886,7897,1,3,1,3,0,Mare,1
248,35022,1192,1,4,2,4,1,Aereo,1
1831,19065,1061,0,4,3,3,1,Aereo,1
621,129145,7093,0,3,4,5,0,Strada,1
840,200933,5674,1,2,1,2,0,Strada,1
1688,228391,1153,0,5,3,2,0,Aereo,1
1881,266287,1696,1,0,2,1,0,Strada,1
1905,233413,1750,1,0,5,4,1,Aereo,1
1560,163372,7087,1,3,2,1,0,Strada,1
1224,292040,5102,1,0,5,1,1,Ferrovia,1
228,248541,268,1,1,3,2,0,Strada,1
2294,235051,3638,1,0,3,4,0,Strada,1
784,40916,776,0,4,2,2,0,Mare,0
2186,62330,7202,1,3,2,1,0,Aereo,0
848,270695,5876,0,1,5,4,1,Strada,1
837,188494,5635,0,0,1,2,1,Strada,1
258,124546,5963,0,4,2,3,1,Mare,1
542,64411,4663,1,5,1,3,0,Aereo,0
1707,241509,861,1,2,1,5,1,Strada,1
781,74185,6695,0,0,1,5,1,Strada,1
1179,132960,6251,1,4,3,4,1,Strada,1
1655,128574,5506,0,5,3,5,1,Strada,1
643,189207,7727,1,5,1,4,0,Strada,1
1265,30424,4959,1,4,1,1,0,Strada,1
374,42559,4759,1,4,3,3,0,Mare,1
1028,249290,4571,0,4,5,4,0,Mare,1
1799,274219,1633,0,2,4,1,1,Mare,1
1900,180044,7587,0,3,2,3,0,Strada,1
1540,273094,5580,1,4,1,2,0,Mare,1
943,137485,5957,1,3,3,1,0,Mare,0
1440,40305,4087,0,5,1,2,1,Aereo,1
193,266713,932,0,2,1,5,0,Strada,1
433,67778,5844,0,5,1,4,0,Strada,1
2313,293229,481,1,2,1,3,0,Mare,1
2421,37163,4084,0,5,5,5,0,Strada,1
266,50592,7413,1,1,2,1,1,Ferrovia,1
1565,219223,5546,1,1,2,5,1,Mare,1
2280,189405,997,0,4,3,2,1,Aereo,1
2367,9039,5534,1,3,5,2,0,Mare,0
1540,140270,3957,1,5,5,4,0,Strada,1
1685,166426,1717,1,2,2,5,1,Strada,1
2402,247585,3032,1,0,3,3,0,Mare,1
1217,266968,6598,0,1,5,2,1,Strada,1
160,4436,2589,1,1,3,1,1,Mare,1
1063,94550,2163,0,5,2,5,0,Aereo,1
281,172929,5057,1,0,1,3,1,Strada,0
1764,17057,440,0,3,5,3,1,Strada,1
1805,2310,132,1,3,3,3,0,Aereo,1
1627,127913,1052,0,3,1,3,0,Strada,1
1346,245841,530,1,4,2,2,0,Strada,1
2270,255988,826,0,4,4,4,1,Strada,1
1022,67013,7446,0,5,5,5,0,Mare,0
1080,140978,4139,0,0,5,2,0,Ferrovia,1
567,141940,6978,1,5,3,4,0,Strada,1
963,19546,1804,1,2,2,3,0,Ferrovia,1
2312,99812,1298,0,0,2,1,0,Strada,1
2231,73855,1186,1,2,5,3,0,Mare,1
2382,34149,2749,0,0,5,4,0,Strada,1
1994,199453,3306,0,4,3,4,0,Strada,0
1512,155756,1585,1,3,3,1,0,Aereo,1
1922,293002,3294,1,1,4,2,0,Strada,1
2428,46330,6057,1,0,1,1,1,Strada,1
1357,256052,572,1,0,3,3,1,Mare,1
948,191276,6078,1,1,1,5,1,Strada,1
1148,288437,1744,1,0,5,2,1,Strada,1
1239,136701,2302,0,3,4,5,0,Ferrovia,1
1262,6704,4887,0,5,4,5,0,Mare,0
2175,133848,3659,0,1,4,2,1,Strada,1
737,189327,6512,1,1,2,3,0,Ferrovia,0
2118,49281,7376,0,3,5,4,0,Strada,0
615,117972,327,1,3,2,3,0,Aereo,0
1257,114532,7095,1,1,2,4,0,Strada,1
1944,67780,197,1,3,4,4,0,Strada,0
876,201277,4923,0,5,2,2,1,Strada,0
1401,245955,5252,0,3,5,2,1,Mare,1
2276,159349,4564,1,5,5,1,1,Mare,0
1861,182678,2635,0,3,2,5,1,Strada,1
1132,134005,3704,1,1,5,5,1,Strada,1
1400,165586,3670,1,0,1,5,1,Mare,1
1694,254130,2489,0,2,2,5,1,Aereo,1
240,239408,5302,1,1,4,1,1,Mare,1
1273,90893,989,1,2,4,4,1,Strada,1
1385,224679,6165,1,3,5,1,0,Mare,1
757,31844,3759,1,3,5,2,0,Mare,1
428,1792,7844,0,0,4,3,0,Strada,0
436,84187,5773,0,3,1,4,1,Mare,1
2334,43510,4387,1,2,4,4,1,Strada,1
665,114104,7668,1,1,2,1,1,Strada,0
1592,205482,5144,1,1,4,2,1,Mare,1
2380,168862,1273,0,5,3,2,1,Mare,1
2098,261851,7936,0,0,1,4,1,Ferrovia,1
1804,66214,7334,0,2,1,1,1,Strada,0
513,45870,5388,0,3,4,5,0,Mare,1
1016,260289,7522,0,4,3,4,0,Strada,1
221,49110,6436,1,0,2,5,1,Mare,0
1196,137243,3413,0,0,4,3,1,Strada,1
892,141661,3073,0,4,2,2,0,Strada,1
1371,19077,1867,1,1,3,4,1,Strada,1
1958,247797,3422,0,5,4,3,0,Mare,1
739,170299,5998,1,1,4,5,1,Mare,1
1557,272898,733,1,1,2,4,0,Aereo,1
2262,288832,5557,0,4,4,3,0,Strada,1
2074,270192,6781,0,3,3,4,1,Strada,1
1772,285712,1282,0,3,4,3,1,Strada,1
432,95449,3435,0,5,5,3,1,Mare,1
2306,46217,666,1,5,3,5,1,Strada,1
1462,180194,6173,1,2,1,2,0,Strada,1
1633,165818,2123,0,2,2,1,0,Strada,1
2321,128873,2960,1,1,3,3,0,Aereo,1
2100,288502,6272,1,4,1,2,1,Mare,1
421,115064,5157,1,5,1,1,0,Mare,1
1760,274167,2067,0,0,3,5,0,Strada,1
1519,96387,4273,1,3,1,4,1,Mare,1
660,160828,4558,1,4,1,2,1,Mare,1
165,186353,2234,1,5,5,4,0,Strada,1
496,87728,1407,0,2,4,4,0,Strada,1
1441,179331,6741,1,5,5,1,0,Strada,1
1390,150911,6581,1,3,4,2,1,Mare,1
464,290554,4716,1,5,1,3,0,Strada,1
